a1 1.0	a1
sueh3 1.0	s ueh3
sueh4 1.0	s ueh4
sueh5 1.0	s ueh5
sueh6 1.0	s ueh6
sueh7 1.0	s ueh7
sueh8 1.0	s ueh8
sueh9 1.0	s ueh9
suh1 1.0	s uh1
suh2 1.0	s uh2
suh3 1.0	s uh3
suh4 1.0	s uh4
suh5 1.0	s uh5
suh6 1.0	s uh6
suh7 1.0	s uh7
suh8 1.0	s uh8
suh9 1.0	s uh9
sui1 1.0	s ui1
sui2 1.0	s ui2
sui3 1.0	s ui3
sui4 1.0	s ui4
sui5 1.0	s ui5
sui6 1.0	s ui6
sui7 1.0	s ui7
sui8 1.0	s ui8
sui9 1.0	s ui9
suih1 1.0	s uih1
suih2 1.0	s uih2
suih3 1.0	s uih3
suih4 1.0	s uih4
suih5 1.0	s uih5
suih6 1.0	s uih6
suih7 1.0	s uih7
suih8 1.0	s uih8
suih9 1.0	s uih9
suinn1 1.0	s uinn1
suinn2 1.0	s uinn2
suinn3 1.0	s uinn3
suinn4 1.0	s uinn4
suinn5 1.0	s uinn5
suinn6 1.0	s uinn6
suinn7 1.0	s uinn7
suinn8 1.0	s uinn8
suinn9 1.0	s uinn9
sun1 1.0	s un1
sun2 1.0	s un2
sun3 1.0	s un3
sun4 1.0	s un4
sun5 1.0	s un5
sun6 1.0	s un6
sun7 1.0	s un7
sun8 1.0	s un8
sun9 1.0	s un9
sut1 1.0	s ut1
sut2 1.0	s ut2
sut3 1.0	s ut3
sut4 1.0	s ut4
sut5 1.0	s ut5
sut6 1.0	s ut6
sut7 1.0	s ut7
sut8 1.0	s ut8
sut9 1.0	s ut9
ta1 1.0	t a1
ta2 1.0	t a2
ta3 1.0	t a3
ta4 1.0	t a4
ta5 1.0	t a5
ta6 1.0	t a6
ta7 1.0	t a7
ta8 1.0	t a8
ta9 1.0	t a9
tah1 1.0	t ah1
tah2 1.0	t ah2
tah3 1.0	t ah3
tah4 1.0	t ah4
tah5 1.0	t ah5
tah6 1.0	t ah6
tah7 1.0	t ah7
tah8 1.0	t ah8
tah9 1.0	t ah9
tai1 1.0	t ai1
tai2 1.0	t ai2
tai3 1.0	t ai3
tai4 1.0	t ai4
tai5 1.0	t ai5
tai6 1.0	t ai6
tai7 1.0	t ai7
tai8 1.0	t ai8
tai9 1.0	t ai9
taih1 1.0	t aih1
taih2 1.0	t aih2
taih3 1.0	t aih3
taih4 1.0	t aih4
taih5 1.0	t aih5
taih6 1.0	t aih6
taih7 1.0	t aih7
taih8 1.0	t aih8
taih9 1.0	t aih9
tainn1 1.0	t ainn1
tainn2 1.0	t ainn2
tainn3 1.0	t ainn3
tainn4 1.0	t ainn4
tainn5 1.0	t ainn5
tainn6 1.0	t ainn6
tainn7 1.0	t ainn7
tainn8 1.0	t ainn8
tainn9 1.0	t ainn9
tak1 1.0	t ak1
tak2 1.0	t ak2
tak3 1.0	t ak3
tak4 1.0	t ak4
tak5 1.0	t ak5
tak6 1.0	t ak6
tak7 1.0	t ak7
tak8 1.0	t ak8
tak9 1.0	t ak9
tam1 1.0	t am1
tam2 1.0	t am2
tam3 1.0	t am3
tam4 1.0	t am4
tam5 1.0	t am5
tam6 1.0	t am6
tam7 1.0	t am7
tam8 1.0	t am8
tam9 1.0	t am9
tan1 1.0	t an1
tan2 1.0	t an2
tan3 1.0	t an3
tan4 1.0	t an4
tan5 1.0	t an5
tan6 1.0	t an6
tan7 1.0	t an7
tan8 1.0	t an8
tan9 1.0	t an9
tang1 1.0	t ang1
tang2 1.0	t ang2
tang3 1.0	t ang3
tang4 1.0	t ang4
tang5 1.0	t ang5
tang6 1.0	t ang6
tang7 1.0	t ang7
tang8 1.0	t ang8
tang9 1.0	t ang9
tann1 1.0	t ann1
tann2 1.0	t ann2
tann3 1.0	t ann3
tann4 1.0	t ann4
tann5 1.0	t ann5
tann6 1.0	t ann6
tann7 1.0	t ann7
tann8 1.0	t ann8
tann9 1.0	t ann9
tannh1 1.0	t annh1
tannh2 1.0	t annh2
tannh3 1.0	t annh3
tannh4 1.0	t annh4
tannh5 1.0	t annh5
tannh6 1.0	t annh6
tannh7 1.0	t annh7
tannh8 1.0	t annh8
tannh9 1.0	t annh9
tap1 1.0	t ap1
tap2 1.0	t ap2
tap3 1.0	t ap3
tap4 1.0	t ap4
tap5 1.0	t ap5
tap6 1.0	t ap6
tap7 1.0	t ap7
tap8 1.0	t ap8
tap9 1.0	t ap9
tat1 1.0	t at1
tat2 1.0	t at2
tat3 1.0	t at3
tat4 1.0	t at4
tat5 1.0	t at5
tat6 1.0	t at6
tat7 1.0	t at7
tat8 1.0	t at8
tat9 1.0	t at9
tau1 1.0	t au1
tau2 1.0	t au2
tau3 1.0	t au3
tau4 1.0	t au4
tau5 1.0	t au5
tau6 1.0	t au6
tau7 1.0	t au7
tau8 1.0	t au8
tau9 1.0	t au9
tauh1 1.0	t auh1
tauh2 1.0	t auh2
tauh3 1.0	t auh3
tauh4 1.0	t auh4
tauh5 1.0	t auh5
tauh6 1.0	t auh6
tauh7 1.0	t auh7
tauh8 1.0	t auh8
tauh9 1.0	t auh9
te1 1.0	t e1
te2 1.0	t e2
te3 1.0	t e3
te4 1.0	t e4
te5 1.0	t e5
te6 1.0	t e6
te7 1.0	t e7
te8 1.0	t e8
te9 1.0	t e9
teh1 1.0	t eh1
teh2 1.0	t eh2
teh3 1.0	t eh3
teh4 1.0	t eh4
teh5 1.0	t eh5
teh6 1.0	t eh6
teh7 1.0	t eh7
teh8 1.0	t eh8
teh9 1.0	t eh9
tenn1 1.0	t enn1
tenn2 1.0	t enn2
tenn3 1.0	t enn3
tenn4 1.0	t enn4
tenn5 1.0	t enn5
tenn6 1.0	t enn6
tenn7 1.0	t enn7
tenn8 1.0	t enn8
tenn9 1.0	t enn9
tennh1 1.0	t ennh1
tennh2 1.0	t ennh2
tennh3 1.0	t ennh3
tennh4 1.0	t ennh4
tennh5 1.0	t ennh5
tennh6 1.0	t ennh6
tennh7 1.0	t ennh7
tennh8 1.0	t ennh8
tennh9 1.0	t ennh9
ter1 1.0	t er1
ter2 1.0	t er2
ter3 1.0	t er3
ter4 1.0	t er4
ter5 1.0	t er5
ter6 1.0	t er6
ter7 1.0	t er7
ter8 1.0	t er8
ter9 1.0	t er9
terh1 1.0	t erh1
terh2 1.0	t erh2
terh3 1.0	t erh3
terh4 1.0	t erh4
terh5 1.0	t erh5
terh6 1.0	t erh6
terh7 1.0	t erh7
terh8 1.0	t erh8
terh9 1.0	t erh9
tha1 1.0	th a1
tha2 1.0	th a2
tha3 1.0	th a3
tha4 1.0	th a4
tha5 1.0	th a5
tha6 1.0	th a6
tha7 1.0	th a7
tha8 1.0	th a8
tha9 1.0	th a9
thah1 1.0	th ah1
thah2 1.0	th ah2
thah3 1.0	th ah3
thah4 1.0	th ah4
thah5 1.0	th ah5
thah6 1.0	th ah6
thah7 1.0	th ah7
thah8 1.0	th ah8
thah9 1.0	th ah9
thai1 1.0	th ai1
thai2 1.0	th ai2
thai3 1.0	th ai3
thai4 1.0	th ai4
thai5 1.0	th ai5
thai6 1.0	th ai6
thai7 1.0	th ai7
thai8 1.0	th ai8
thai9 1.0	th ai9
thaih1 1.0	th aih1
thaih2 1.0	th aih2
thaih3 1.0	th aih3
thaih4 1.0	th aih4
thaih5 1.0	th aih5
thaih6 1.0	th aih6
thaih7 1.0	th aih7
thaih8 1.0	th aih8
thaih9 1.0	th aih9
thainn1 1.0	th ainn1
thainn2 1.0	th ainn2
thainn3 1.0	th ainn3
thainn4 1.0	th ainn4
thainn5 1.0	th ainn5
thainn6 1.0	th ainn6
thainn7 1.0	th ainn7
thainn8 1.0	th ainn8
thainn9 1.0	th ainn9
thak1 1.0	th ak1
thak2 1.0	th ak2
thak3 1.0	th ak3
thak4 1.0	th ak4
thak5 1.0	th ak5
thak6 1.0	th ak6
thak7 1.0	th ak7
thak8 1.0	th ak8
thak9 1.0	th ak9
tham1 1.0	th am1
tham2 1.0	th am2
tham3 1.0	th am3
tham4 1.0	th am4
tham5 1.0	th am5
tham6 1.0	th am6
tham7 1.0	th am7
tham8 1.0	th am8
tham9 1.0	th am9
than1 1.0	th an1
than2 1.0	th an2
than3 1.0	th an3
than4 1.0	th an4
than5 1.0	th an5
than6 1.0	th an6
than7 1.0	th an7
than8 1.0	th an8
than9 1.0	th an9
thang1 1.0	th ang1
thang2 1.0	th ang2
thang3 1.0	th ang3
thang4 1.0	th ang4
thang5 1.0	th ang5
thang6 1.0	th ang6
thang7 1.0	th ang7
thang8 1.0	th ang8
thang9 1.0	th ang9
thann1 1.0	th ann1
thann2 1.0	th ann2
thann3 1.0	th ann3
thann4 1.0	th ann4
thann5 1.0	th ann5
thann6 1.0	th ann6
thann7 1.0	th ann7
thann8 1.0	th ann8
thann9 1.0	th ann9
thannh1 1.0	th annh1
thannh2 1.0	th annh2
thannh3 1.0	th annh3
thannh4 1.0	th annh4
thannh5 1.0	th annh5
thannh6 1.0	th annh6
thannh7 1.0	th annh7
thannh8 1.0	th annh8
thannh9 1.0	th annh9
thap1 1.0	th ap1
thap2 1.0	th ap2
thap3 1.0	th ap3
thap4 1.0	th ap4
thap5 1.0	th ap5
thap6 1.0	th ap6
thap7 1.0	th ap7
thap8 1.0	th ap8
thap9 1.0	th ap9
that1 1.0	th at1
that2 1.0	th at2
that3 1.0	th at3
that4 1.0	th at4
that5 1.0	th at5
that6 1.0	th at6
that7 1.0	th at7
that8 1.0	th at8
that9 1.0	th at9
thau1 1.0	th au1
thau2 1.0	th au2
thau3 1.0	th au3
thau4 1.0	th au4
thau5 1.0	th au5
thau6 1.0	th au6
thau7 1.0	th au7
thau8 1.0	th au8
thau9 1.0	th au9
thauh1 1.0	th auh1
thauh2 1.0	th auh2
thauh3 1.0	th auh3
thauh4 1.0	th auh4
thauh5 1.0	th auh5
thauh6 1.0	th auh6
thauh7 1.0	th auh7
thauh8 1.0	th auh8
thauh9 1.0	th auh9
the1 1.0	th e1
the2 1.0	th e2
the3 1.0	th e3
the4 1.0	th e4
the5 1.0	th e5
the6 1.0	th e6
the7 1.0	th e7
the8 1.0	th e8
the9 1.0	th e9
theh1 1.0	th eh1
theh2 1.0	th eh2
theh3 1.0	th eh3
theh4 1.0	th eh4
theh5 1.0	th eh5
theh6 1.0	th eh6
theh7 1.0	th eh7
theh8 1.0	th eh8
theh9 1.0	th eh9
thenn1 1.0	th enn1
thenn2 1.0	th enn2
thenn3 1.0	th enn3
thenn4 1.0	th enn4
thenn5 1.0	th enn5
thenn6 1.0	th enn6
thenn7 1.0	th enn7
thenn8 1.0	th enn8
thenn9 1.0	th enn9
thennh1 1.0	th ennh1
thennh2 1.0	th ennh2
thennh3 1.0	th ennh3
thennh4 1.0	th ennh4
thennh5 1.0	th ennh5
thennh6 1.0	th ennh6
thennh7 1.0	th ennh7
thennh8 1.0	th ennh8
thennh9 1.0	th ennh9
ther1 1.0	th er1
ther2 1.0	th er2
ther3 1.0	th er3
ther4 1.0	th er4
ther5 1.0	th er5
ther6 1.0	th er6
ther7 1.0	th er7
ther8 1.0	th er8
ther9 1.0	th er9
therh1 1.0	th erh1
therh2 1.0	th erh2
therh3 1.0	th erh3
therh4 1.0	th erh4
therh5 1.0	th erh5
therh6 1.0	th erh6
therh7 1.0	th erh7
therh8 1.0	th erh8
therh9 1.0	th erh9
thi1 1.0	th i1
thi2 1.0	th i2
thi3 1.0	th i3
thi4 1.0	th i4
thi5 1.0	th i5
thi6 1.0	th i6
thi7 1.0	th i7
thi8 1.0	th i8
thi9 1.0	th i9
thia1 1.0	th ia1
thia2 1.0	th ia2
thia3 1.0	th ia3
thia4 1.0	th ia4
thia5 1.0	th ia5
thia6 1.0	th ia6
thia7 1.0	th ia7
thia8 1.0	th ia8
thia9 1.0	th ia9
thiah1 1.0	th iah1
thiah2 1.0	th iah2
thiah3 1.0	th iah3
thiah4 1.0	th iah4
thiah5 1.0	th iah5
thiah6 1.0	th iah6
thiah7 1.0	th iah7
thiah8 1.0	th iah8
thiah9 1.0	th iah9
thiak1 1.0	th iak1
thiak2 1.0	th iak2
thiak3 1.0	th iak3
thiak4 1.0	th iak4
thiak5 1.0	th iak5
thiak6 1.0	th iak6
thiak7 1.0	th iak7
thiak8 1.0	th iak8
thiak9 1.0	th iak9
thiam1 1.0	th iam1
thiam2 1.0	th iam2
thiam3 1.0	th iam3
thiam4 1.0	th iam4
thiam5 1.0	th iam5
thiam6 1.0	th iam6
thiam7 1.0	th iam7
thiam8 1.0	th iam8
thiam9 1.0	th iam9
thian1 1.0	th ian1
thian2 1.0	th ian2
thian3 1.0	th ian3
thian4 1.0	th ian4
thian5 1.0	th ian5
thian6 1.0	th ian6
thian7 1.0	th ian7
thian8 1.0	th ian8
thian9 1.0	th ian9
thiang1 1.0	th iang1
thiang2 1.0	th iang2
thiang3 1.0	th iang3
thiang4 1.0	th iang4
thiang5 1.0	th iang5
thiang6 1.0	th iang6
thiang7 1.0	th iang7
thiang8 1.0	th iang8
thiang9 1.0	th iang9
thiann1 1.0	th iann1
thiann2 1.0	th iann2
thiann3 1.0	th iann3
thiann4 1.0	th iann4
thiann5 1.0	th iann5
thiann6 1.0	th iann6
thiann7 1.0	th iann7
thiann8 1.0	th iann8
thiann9 1.0	th iann9
thiannh1 1.0	th iannh1
thiannh2 1.0	th iannh2
thiannh3 1.0	th iannh3
thiannh4 1.0	th iannh4
thiannh5 1.0	th iannh5
thiannh6 1.0	th iannh6
thiannh7 1.0	th iannh7
thiannh8 1.0	th iannh8
thiannh9 1.0	th iannh9
thiap1 1.0	th iap1
thiap2 1.0	th iap2
thiap3 1.0	th iap3
thiap4 1.0	th iap4
thiap5 1.0	th iap5
thiap6 1.0	th iap6
thiap7 1.0	th iap7
thiap8 1.0	th iap8
thiap9 1.0	th iap9
thiat1 1.0	th iat1
thiat2 1.0	th iat2
thiat3 1.0	th iat3
thiat4 1.0	th iat4
thiat5 1.0	th iat5
thiat6 1.0	th iat6
thiat7 1.0	th iat7
thiat8 1.0	th iat8
thiat9 1.0	th iat9
thiau1 1.0	th iau1
thiau2 1.0	th iau2
thiau3 1.0	th iau3
thiau4 1.0	th iau4
thiau5 1.0	th iau5
thiau6 1.0	th iau6
thiau7 1.0	th iau7
thiau8 1.0	th iau8
thiau9 1.0	th iau9
thiauh1 1.0	th iauh1
thiauh2 1.0	th iauh2
thiauh3 1.0	th iauh3
thiauh4 1.0	th iauh4
thiauh5 1.0	th iauh5
thiauh6 1.0	th iauh6
thiauh7 1.0	th iauh7
thiauh8 1.0	th iauh8
thiauh9 1.0	th iauh9
thiaunn1 1.0	th iaunn1
thiaunn2 1.0	th iaunn2
thiaunn3 1.0	th iaunn3
thiaunn4 1.0	th iaunn4
thiaunn5 1.0	th iaunn5
thiaunn6 1.0	th iaunn6
thiaunn7 1.0	th iaunn7
thiaunn8 1.0	th iaunn8
thiaunn9 1.0	th iaunn9
thih1 1.0	th ih1
thih2 1.0	th ih2
thih3 1.0	th ih3
thih4 1.0	th ih4
thih5 1.0	th ih5
thih6 1.0	th ih6
thih7 1.0	th ih7
thih8 1.0	th ih8
thih9 1.0	th ih9
thik1 1.0	th ik1
thik2 1.0	th ik2
thik3 1.0	th ik3
thik4 1.0	th ik4
thik5 1.0	th ik5
thik6 1.0	th ik6
thik7 1.0	th ik7
thik8 1.0	th ik8
thik9 1.0	th ik9
thim1 1.0	th im1
thim2 1.0	th im2
thim3 1.0	th im3
thim4 1.0	th im4
thim5 1.0	th im5
thim6 1.0	th im6
thim7 1.0	th im7
thim8 1.0	th im8
thim9 1.0	th im9
thin1 1.0	th in1
thin2 1.0	th in2
thin3 1.0	th in3
thin4 1.0	th in4
thin5 1.0	th in5
thin6 1.0	th in6
thin7 1.0	th in7
thin8 1.0	th in8
thin9 1.0	th in9
thing1 1.0	th ing1
thing2 1.0	th ing2
thing3 1.0	th ing3
thing4 1.0	th ing4
thing5 1.0	th ing5
thing6 1.0	th ing6
thing7 1.0	th ing7
thing8 1.0	th ing8
thing9 1.0	th ing9
thinn1 1.0	th inn1
thinn2 1.0	th inn2
thinn3 1.0	th inn3
thinn4 1.0	th inn4
thinn5 1.0	th inn5
thinn6 1.0	th inn6
thinn7 1.0	th inn7
thinn8 1.0	th inn8
thinn9 1.0	th inn9
thinnh1 1.0	th innh1
thinnh2 1.0	th innh2
thinnh3 1.0	th innh3
thinnh4 1.0	th innh4
thinnh5 1.0	th innh5
thinnh6 1.0	th innh6
thinnh7 1.0	th innh7
thinnh8 1.0	th innh8
thinnh9 1.0	th innh9
thio1 1.0	th io1
thio2 1.0	th io2
thio3 1.0	th io3
thio4 1.0	th io4
thio5 1.0	th io5
thio6 1.0	th io6
thio7 1.0	th io7
thio8 1.0	th io8
thio9 1.0	th io9
thioh1 1.0	th ioh1
thioh2 1.0	th ioh2
thioh3 1.0	th ioh3
thioh4 1.0	th ioh4
thioh5 1.0	th ioh5
thioh6 1.0	th ioh6
thioh7 1.0	th ioh7
thioh8 1.0	th ioh8
thioh9 1.0	th ioh9
thiok1 1.0	th iok1
thiok2 1.0	th iok2
thiok3 1.0	th iok3
thiok4 1.0	th iok4
thiok5 1.0	th iok5
thiok6 1.0	th iok6
thiok7 1.0	th iok7
thiok8 1.0	th iok8
thiok9 1.0	th iok9
thiong1 1.0	th iong1
thiong2 1.0	th iong2
thiong3 1.0	th iong3
thiong4 1.0	th iong4
thiong5 1.0	th iong5
thiong6 1.0	th iong6
thiong7 1.0	th iong7
thiong8 1.0	th iong8
thiong9 1.0	th iong9
thionn1 1.0	th ionn1
thionn2 1.0	th ionn2
thionn3 1.0	th ionn3
thionn4 1.0	th ionn4
thionn5 1.0	th ionn5
thionn6 1.0	th ionn6
thionn7 1.0	th ionn7
thionn8 1.0	th ionn8
thionn9 1.0	th ionn9
thiooh1 1.0	th iooh1
thiooh2 1.0	th iooh2
thiooh3 1.0	th iooh3
thiooh4 1.0	th iooh4
thiooh5 1.0	th iooh5
thiooh6 1.0	th iooh6
thiooh7 1.0	th iooh7
thiooh8 1.0	th iooh8
thiooh9 1.0	th iooh9
thior1 1.0	th ior1
thior2 1.0	th ior2
thior3 1.0	th ior3
thior4 1.0	th ior4
thior5 1.0	th ior5
thior6 1.0	th ior6
thior7 1.0	th ior7
thior8 1.0	th ior8
thior9 1.0	th ior9
thip1 1.0	th ip1
thip2 1.0	th ip2
thip3 1.0	th ip3
thip4 1.0	th ip4
thip5 1.0	th ip5
thip6 1.0	th ip6
thip7 1.0	th ip7
thip8 1.0	th ip8
thip9 1.0	th ip9
thir1 1.0	th ir1
thir2 1.0	th ir2
thir3 1.0	th ir3
thir4 1.0	th ir4
thir5 1.0	th ir5
thir6 1.0	th ir6
thir7 1.0	th ir7
thir8 1.0	th ir8
thir9 1.0	th ir9
thirn1 1.0	th irn1
thirn2 1.0	th irn2
thirn3 1.0	th irn3
thirn4 1.0	th irn4
thirn5 1.0	th irn5
thirn6 1.0	th irn6
thirn7 1.0	th irn7
thirn8 1.0	th irn8
thirn9 1.0	th irn9
thit1 1.0	th it1
thit2 1.0	th it2
thit3 1.0	th it3
thit4 1.0	th it4
thit5 1.0	th it5
thit6 1.0	th it6
thit7 1.0	th it7
thit8 1.0	th it8
thit9 1.0	th it9
thiu1 1.0	th iu1
thiu2 1.0	th iu2
thiu3 1.0	th iu3
thiu4 1.0	th iu4
thiu5 1.0	th iu5
thiu6 1.0	th iu6
thiu7 1.0	th iu7
thiu8 1.0	th iu8
thiu9 1.0	th iu9
thiuh1 1.0	th iuh1
thiuh2 1.0	th iuh2
thiuh3 1.0	th iuh3
thiuh4 1.0	th iuh4
thiuh5 1.0	th iuh5
thiuh6 1.0	th iuh6
thiuh7 1.0	th iuh7
thiuh8 1.0	th iuh8
thiuh9 1.0	th iuh9
thiunn1 1.0	th iunn1
thiunn2 1.0	th iunn2
thiunn3 1.0	th iunn3
thiunn4 1.0	th iunn4
thiunn5 1.0	th iunn5
thiunn6 1.0	th iunn6
thiunn7 1.0	th iunn7
thiunn8 1.0	th iunn8
thiunn9 1.0	th iunn9
thm1 1.0	th m1
thm2 1.0	th m2
thm3 1.0	th m3
thm4 1.0	th m4
thm5 1.0	th m5
thm6 1.0	th m6
thm7 1.0	th m7
thm8 1.0	th m8
thm9 1.0	th m9
thmh1 1.0	th mh1
thmh2 1.0	th mh2
thmh3 1.0	th mh3
thmh4 1.0	th mh4
thmh5 1.0	th mh5
thmh6 1.0	th mh6
thmh7 1.0	th mh7
thmh8 1.0	th mh8
thmh9 1.0	th mh9
thng1 1.0	th ng1
thng2 1.0	th ng2
thng3 1.0	th ng3
thng4 1.0	th ng4
thng5 1.0	th ng5
thng6 1.0	th ng6
thng7 1.0	th ng7
thng8 1.0	th ng8
thng9 1.0	th ng9
thngh1 1.0	th ngh1
thngh2 1.0	th ngh2
thngh3 1.0	th ngh3
thngh4 1.0	th ngh4
thngh5 1.0	th ngh5
thngh6 1.0	th ngh6
thngh7 1.0	th ngh7
thngh8 1.0	th ngh8
thngh9 1.0	th ngh9
tho1 1.0	th o1
tho2 1.0	th o2
tho3 1.0	th o3
tho4 1.0	th o4
tho5 1.0	th o5
tho6 1.0	th o6
tho7 1.0	th o7
tho8 1.0	th o8
tho9 1.0	th o9
thoh1 1.0	th oh1
thoh2 1.0	th oh2
thoh3 1.0	th oh3
thoh4 1.0	th oh4
thoh5 1.0	th oh5
thoh6 1.0	th oh6
thoh7 1.0	th oh7
thoh8 1.0	th oh8
thoh9 1.0	th oh9
thok1 1.0	th ok1
thok2 1.0	th ok2
thok3 1.0	th ok3
thok4 1.0	th ok4
thok5 1.0	th ok5
thok6 1.0	th ok6
thok7 1.0	th ok7
thok8 1.0	th ok8
thok9 1.0	th ok9
thom1 1.0	th om1
thom2 1.0	th om2
thom3 1.0	th om3
thom4 1.0	th om4
thom5 1.0	th om5
thom6 1.0	th om6
thom7 1.0	th om7
thom8 1.0	th om8
thom9 1.0	th om9
thong1 1.0	th ong1
thong2 1.0	th ong2
thong3 1.0	th ong3
thong4 1.0	th ong4
thong5 1.0	th ong5
thong6 1.0	th ong6
thong7 1.0	th ong7
thong8 1.0	th ong8
thong9 1.0	th ong9
thonn1 1.0	th onn1
thonn2 1.0	th onn2
thonn3 1.0	th onn3
thonn4 1.0	th onn4
thonn5 1.0	th onn5
thonn6 1.0	th onn6
thonn7 1.0	th onn7
thonn8 1.0	th onn8
thonn9 1.0	th onn9
thonnh1 1.0	th onnh1
thonnh2 1.0	th onnh2
thonnh3 1.0	th onnh3
thonnh4 1.0	th onnh4
thonnh5 1.0	th onnh5
thonnh6 1.0	th onnh6
thonnh7 1.0	th onnh7
thonnh8 1.0	th onnh8
thonnh9 1.0	th onnh9
thoo1 1.0	th oo1
thoo2 1.0	th oo2
thoo3 1.0	th oo3
thoo4 1.0	th oo4
thoo5 1.0	th oo5
thoo6 1.0	th oo6
thoo7 1.0	th oo7
thoo8 1.0	th oo8
thoo9 1.0	th oo9
thooh1 1.0	th ooh1
thooh2 1.0	th ooh2
thooh3 1.0	th ooh3
thooh4 1.0	th ooh4
thooh5 1.0	th ooh5
thooh6 1.0	th ooh6
thooh7 1.0	th ooh7
thooh8 1.0	th ooh8
thooh9 1.0	th ooh9
thop1 1.0	th op1
thop2 1.0	th op2
thop3 1.0	th op3
thop4 1.0	th op4
thop5 1.0	th op5
thop6 1.0	th op6
thop7 1.0	th op7
thop8 1.0	th op8
thop9 1.0	th op9
thu1 1.0	th u1
thu2 1.0	th u2
thu3 1.0	th u3
thu4 1.0	th u4
thu5 1.0	th u5
thu6 1.0	th u6
thu7 1.0	th u7
thu8 1.0	th u8
thu9 1.0	th u9
thua1 1.0	th ua1
thua2 1.0	th ua2
thua3 1.0	th ua3
thua4 1.0	th ua4
thua5 1.0	th ua5
thua6 1.0	th ua6
thua7 1.0	th ua7
thua8 1.0	th ua8
thua9 1.0	th ua9
thuah1 1.0	th uah1
thuah2 1.0	th uah2
thuah3 1.0	th uah3
thuah4 1.0	th uah4
thuah5 1.0	th uah5
thuah6 1.0	th uah6
thuah7 1.0	th uah7
thuah8 1.0	th uah8
thuah9 1.0	th uah9
thuai1 1.0	th uai1
thuai2 1.0	th uai2
thuai3 1.0	th uai3
thuai4 1.0	th uai4
thuai5 1.0	th uai5
thuai6 1.0	th uai6
thuai7 1.0	th uai7
thuai8 1.0	th uai8
thuai9 1.0	th uai9
thuainn1 1.0	th uainn1
thuainn2 1.0	th uainn2
thuainn3 1.0	th uainn3
thuainn4 1.0	th uainn4
thuainn5 1.0	th uainn5
thuainn6 1.0	th uainn6
thuainn7 1.0	th uainn7
thuainn8 1.0	th uainn8
thuainn9 1.0	th uainn9
thuainnh1 1.0	th uainnh1
thuainnh2 1.0	th uainnh2
thuainnh3 1.0	th uainnh3
thuainnh4 1.0	th uainnh4
thuainnh5 1.0	th uainnh5
thuainnh6 1.0	th uainnh6
thuainnh7 1.0	th uainnh7
thuainnh8 1.0	th uainnh8
thuainnh9 1.0	th uainnh9
thuan1 1.0	th uan1
thuan2 1.0	th uan2
thuan3 1.0	th uan3
thuan4 1.0	th uan4
thuan5 1.0	th uan5
thuan6 1.0	th uan6
thuan7 1.0	th uan7
thuan8 1.0	th uan8
thuan9 1.0	th uan9
thuang1 1.0	th uang1
thuang2 1.0	th uang2
thuang3 1.0	th uang3
thuang4 1.0	th uang4
thuang5 1.0	th uang5
thuang6 1.0	th uang6
thuang7 1.0	th uang7
thuang8 1.0	th uang8
thuang9 1.0	th uang9
thuann1 1.0	th uann1
thuann2 1.0	th uann2
thuann3 1.0	th uann3
thuann4 1.0	th uann4
thuann5 1.0	th uann5
thuann6 1.0	th uann6
thuann7 1.0	th uann7
thuann8 1.0	th uann8
thuann9 1.0	th uann9
thuat1 1.0	th uat1
thuat2 1.0	th uat2
thuat3 1.0	th uat3
thuat4 1.0	th uat4
thuat5 1.0	th uat5
thuat6 1.0	th uat6
thuat7 1.0	th uat7
thuat8 1.0	th uat8
thuat9 1.0	th uat9
thue1 1.0	th ue1
thue2 1.0	th ue2
thue3 1.0	th ue3
thue4 1.0	th ue4
thue5 1.0	th ue5
thue6 1.0	th ue6
thue7 1.0	th ue7
thue8 1.0	th ue8
thue9 1.0	th ue9
thueh1 1.0	th ueh1
thueh2 1.0	th ueh2
thueh3 1.0	th ueh3
thueh4 1.0	th ueh4
thueh5 1.0	th ueh5
thueh6 1.0	th ueh6
thueh7 1.0	th ueh7
thueh8 1.0	th ueh8
thueh9 1.0	th ueh9
thuh1 1.0	th uh1
thuh2 1.0	th uh2
thuh3 1.0	th uh3
thuh4 1.0	th uh4
thuh5 1.0	th uh5
thuh6 1.0	th uh6
thuh7 1.0	th uh7
thuh8 1.0	th uh8
thuh9 1.0	th uh9
thui1 1.0	th ui1
thui2 1.0	th ui2
thui3 1.0	th ui3
thui4 1.0	th ui4
thui5 1.0	th ui5
thui6 1.0	th ui6
thui7 1.0	th ui7
thui8 1.0	th ui8
thui9 1.0	th ui9
thuih1 1.0	th uih1
thuih2 1.0	th uih2
thuih3 1.0	th uih3
thuih4 1.0	th uih4
thuih5 1.0	th uih5
thuih6 1.0	th uih6
thuih7 1.0	th uih7
thuih8 1.0	th uih8
thuih9 1.0	th uih9
thuinn1 1.0	th uinn1
thuinn2 1.0	th uinn2
thuinn3 1.0	th uinn3
thuinn4 1.0	th uinn4
thuinn5 1.0	th uinn5
thuinn6 1.0	th uinn6
thuinn7 1.0	th uinn7
thuinn8 1.0	th uinn8
thuinn9 1.0	th uinn9
thun1 1.0	th un1
thun2 1.0	th un2
thun3 1.0	th un3
thun4 1.0	th un4
thun5 1.0	th un5
thun6 1.0	th un6
thun7 1.0	th un7
thun8 1.0	th un8
thun9 1.0	th un9
thut1 1.0	th ut1
